17.02.2011 12:04,119.4,ТМРадио на пиво
17.02.2011 22:44,100.0,Перевод с Яндекс.Кошелька
24.02.2011 12:39,-50.0,sms
03.03.2011 22:23,50.74,Перевод с Яндекс.Кошелька
04.03.2011 01:52,1.99,Пожертвование tmradio.net
07.03.2011 00:57,199.0,Пожертвование tmradio.net
14.03.2011 12:12,1250.0,Пожертвования со старого счёта
14.03.2011 13:30,-990.0,Модем Huawei E1550 (горячая линия)
03.04.2011 13:24,24.87,Пожертвование tmradio.net
